Volume Fraction,Matrix Type,Fibre Type,Matrix Elastic Modulus,Matrix Poisson Ratio,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Shape,Composite Yield Strain
0.32863796,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.0307263
0.35609242,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.017252428
0.3733654,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.015357682
0.49784094,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.0110774655
0.07094326,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.021164708
0.4503597,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.0252651
0.34317607,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.01666137
0.0656314,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.020178566
0.15771444,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.037182387
0.08627199,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.041447535
0.13768765,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.024958158
0.47104272,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.012569573
0.17513455,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.015466678
0.3943631,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.012548722
0.4755338,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.01242857
0.41040018,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.009001506
0.31865042,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.030993193
0.4886131,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.02097623
0.09899046,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.02661083
0.28821594,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.020304054
0.069978766,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.026138611
0.39225528,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.015357682
0.12877849,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.022071537
0.49600714,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.011533552
0.31647572,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.033626914
0.080613315,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.017869394
0.4414731,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.00998958
0.26120186,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.018253816
0.16887984,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.011475742
0.41316503,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.011397151
0.36355287,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.009780896
0.061862793,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.038491614
0.124423966,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.016660342
0.2803882,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.017594738
0.17874433,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.0370188
0.085146144,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.024986083
0.49536172,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.009979806
0.38912046,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.015600176
0.11459866,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.04017581
0.43419573,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.011624168
0.15271623,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.015971981
0.13344795,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.022703309
0.064513646,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.0240257
0.0655526,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.020178566
0.28892893,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.035571307
0.46417528,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.022209657
0.10526625,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.023805257
0.43812758,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.009733268
0.18472686,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.021615636
0.26792637,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.013627788
0.1595957,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.030829605
0.34414288,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.028611757
0.4346208,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.012476521
0.3040933,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.031837046
0.07514601,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.019061316
0.4776407,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.013013763
0.36135533,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.021699121
0.14414856,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.03240549
0.29007426,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.014999043
0.20266166,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.014340818
0.118348725,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.02319087
0.29175875,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.013874786
0.24570425,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.035318524
0.3831817,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.012584979
0.26949373,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.010608376
0.4664423,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.011836365
0.26863012,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.033375543
0.2028301,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.014314407
0.43400568,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.009180534
0.28927934,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.032037586
0.112209834,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.03800989
0.46998596,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.010716943
0.470468,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.011706646
0.18465774,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.03752584
0.47421223,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.01195813
0.47482735,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.011746364
0.08040808,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.01780927
0.28393424,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.032913465
0.18039466,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.037453376
0.23534009,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.0108627565
0.16557422,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.03819459
0.40274113,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.01327037
0.46357358,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.009994283
0.12168194,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.041025564
0.17484751,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.029897388
0.31921887,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.016835373
0.11406261,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.040821254
0.23302567,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.01099613
0.42998543,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.009830927
0.069132164,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.04416905
0.41735923,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.00938515
0.33488277,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.028995177
0.11785875,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.016207699
0.10814722,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.014182273
0.4293238,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.009733268
0.2404567,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.020282457
0.36685175,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.015737046
0.13606991,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.02380152
0.30583325,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.013462601
0.4350446,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.01055584
0.46948922,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.011352145
0.18687548,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.038188882
0.11032768,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.034049276
0.11648093,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.02396214
0.22679098,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.033944692
0.10190315,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.019511644
0.434635,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.015357682
0.49523988,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.01645467
0.16286866,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.038454335
0.06012072,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.044440627
0.29775038,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.013657932
0.08463931,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.024892079
0.2640478,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.019450305
0.05987039,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.02538498
0.36387122,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.017592663
0.3280059,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.01590854
0.38064706,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.010672723
0.0667515,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.01780927
0.2951736,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.01382412
0.21250607,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.019450305
0.38566253,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.014927944
0.06763526,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.044275977
0.45649907,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.009589637
0.11281455,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.039485954
0.20571233,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.019671489
0.28005657,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.020425789
0.22640535,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.015456982
0.3046777,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.010324694
0.25612265,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.01926651
0.13859096,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.017050458
0.0620238,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.0448971
0.29586643,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.018559627
0.084534384,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.027497333
0.4210694,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.01070627
0.34120002,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.023941945
0.36923218,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.0114020705
0.05307278,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.3,1.0,0.02797599
0.07845038,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.020745441
0.11721894,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.022600088
0.13202178,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.0128072165
0.17180741,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.023230407
0.12139369,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.015782425
0.41991195,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.014927944
0.22852851,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.019671489
0.05750531,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.045066144
0.30710945,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.09804881,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.019511644
0.45312324,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.012794564
0.42429134,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.023811663
0.059437346,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.017890047
0.17253982,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.017558407
0.07557202,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.028438827
0.4360158,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.009721319
0.22644326,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.037108287
0.14255103,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.039403655
0.35503274,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.00956464
0.15898283,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.013502071
0.19806844,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.018959511
0.14329149,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.037890524
0.15806766,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.011899831
0.44557658,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.01277303
0.092945404,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.017638966
0.09907125,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.014869369
0.48861194,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.0085133845
0.42476982,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.025724864
0.24360998,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.017438991
0.3791017,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.015717115
0.49136263,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.010779813
0.32561773,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.017062992
0.38570938,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.015487343
0.29892504,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.013200848
0.09875504,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.024892079
0.08481964,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.041498266
0.2659138,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.012597512
0.25304446,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,0.035571307
0.29383358,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.018681245
0.28260505,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.03069694
0.35828385,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.015873192
0.065424755,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.021268593
0.4945755,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.010261069
0.30979177,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.017062992
0.18535031,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.022169696
0.100449115,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.04176972
0.1671338,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.015583508
0.1774383,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.021198392
0.4258476,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.014075313
0.08331535,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.0425016
0.4333094,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.014030941
0.14218728,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.0135732405
0.43312845,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.013007098
0.11437797,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.01766706
0.45085174,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.0128175635
0.059421703,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,0.04608141
0.46625206,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.012824439
0.44438452,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.010346362
0.4882199,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.012180902
0.4361915,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.010505545
0.32637718,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.012158578
0.3793647,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.015365658
0.08350398,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.03648894
0.49163306,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.01645467
0.09044325,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.041498266
0.14881204,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.022703309
0.43757483,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.024519565
0.29865214,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.013627192
0.26077843,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.07950618,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.020418096
0.116048165,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,0.03408379
0.2634542,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.026921347
0.47996524,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.009573114
0.4049825,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.025724864
0.45477763,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.02301314
0.06914492,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,0.042372186
0.1075249,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.023613553
0.18204157,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.020087792
0.44986,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.012892261
0.06253102,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.01775362
0.11470453,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.033321537
0.40095797,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.016236555
0.13987523,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.022660602
0.16520175,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.021483172
0.3336888,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.0123216435
0.13041352,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.03958154
0.2824237,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,0.033018813
0.4769807,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.009154161
0.2280609,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.020304054
0.30644748,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.018521093
0.14965236,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.014521029
0.109726,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.02278934
0.48703164,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.0112259975
0.06571854,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.030649172
0.48843506,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.010447256
0.24945213,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.01099613
0.39440337,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.015645143
0.2331645,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.012999213
0.34550473,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,0.02931283
0.15721864,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.022169696
0.10923331,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.025076661
0.1932917,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.022069436
0.07232478,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.02126816
0.23322767,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.017792039
0.09667063,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.023516025
0.30482543,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.011871383
0.15902199,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.015888609
0.41114438,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.014858802
0.34492972,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.017062992
0.47781357,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.010085738
0.097545125,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,0.03648894
0.26710162,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.032913465
0.4923578,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.01115314
0.36853608,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.015819546
0.48217383,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.009556128
0.115200736,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.024066128
0.46878043,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.012045885
0.14161725,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,0.037890524
0.3583426,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.0118950615
0.2469326,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,0.033002216
0.22937328,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.027655542
0.4302378,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.010346362
0.34752828,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.01743184
0.28138837,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.018473629
0.4884669,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.008120442
0.23266509,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.034304008
0.4035648,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.01118507
0.17626332,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.016317619
0.19293651,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.021264905
0.34324315,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,0.03069694
0.41581318,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.014241083
0.11574606,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.02295377
0.24948145,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.021562925
0.37662232,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.010374099
0.4016204,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.015662383
0.37530294,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.28627086,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.016835373
0.3149815,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.01666137
0.20290439,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,0.035006676
0.13167381,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,0.03240549
0.2840457,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,0.032913465
0.29981455,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.0121908635
0.05541003,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.029056069
0.39816046,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,0.020230623
0.2590445,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,0.03211629
0.07931409,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.027645297
0.07276595,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.028926253
0.060389858,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.028773334
0.06961613,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.03138035
0.4765522,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.009675473
0.4736554,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.0099007
0.055239946,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.03176577
0.05975767,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,0.044275977
0.3374556,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.017508462
0.14459954,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.017623268
0.4706444,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.009233823
