Volume Fraction,Matrix Type,Fibre Type,Matrix Elastic Modulus,Matrix Poisson Ratio,Fibre Density,Fibre Elastic Modulus,Fibre Poisson Ratio,Strain Rate,Fibre Shape,Resilience
0.1926258,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18992823
0.4563264,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18974522
0.19497298,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.8928442
0.16394782,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.40072745,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.5451279
0.28539884,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.19031563
0.1933949,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18947518
0.3923586,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.3276067
0.10585788,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,3.1857262
0.46692058,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.1893453
0.4117525,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.48010948,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18973461
0.19385144,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.188564
0.14255439,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.19015221
0.24146634,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.16297418,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.8624234
0.07018713,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,3.3240666
0.19203393,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18973517
0.46720317,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.29419047,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18972056
0.10455961,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.19087389
0.060715258,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.18963648
0.45349786,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,1.148184
0.17349699,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.0229497
0.080277435,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.1895389
0.31931728,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18953808
0.39565468,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.3,1.0,0.18953212
0.48237535,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.48369437,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,2.0,0.18846199
0.18115057,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.42884815,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,1.1591784
0.23474443,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.2741503,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.0643156,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,3.3240666
0.46348387,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.1892571
0.08377121,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.18969476
0.06830269,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.19306937
0.3162907,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.6062276
0.06816362,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.1885024
0.49281844,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19017407
0.1420404,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.08103023,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18957452
0.42091504,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.18909532
0.25149217,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,3.0323079
0.121869005,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,3.2056775
0.4759238,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.1892571
0.11858949,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.41686127,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.18949264
0.37841773,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18848546
0.20046775,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,1.8831375
0.086625926,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,3.2267733
0.07485467,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19107883
0.14228952,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.8624234
0.09351901,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.19040206
0.47231358,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.18947619
0.052798036,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,2.247118
0.42152545,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.1398548
0.09735303,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.1887368
0.2106361,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18961103
0.2171529,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19031405
0.47542012,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.46303284,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,2.2711065
0.12305878,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.18854487
0.11770552,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.20729531,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18947038
0.37166998,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.6045609
0.23065865,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.052599184,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.188769
0.08188146,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,3.3635046
0.078959,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,3.2552335
0.2753005,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18992823
0.12961549,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.3614881,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.6256328
0.1334931,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.19025688
0.24079734,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18987483
0.2955767,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18854322
0.46297142,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.1580076
0.055116106,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,3.4557261
0.37998125,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18849967
0.45376134,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.1580076
0.16706033,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18989702
0.37209797,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.33864793,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,2.46988
0.3922944,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,1.3008568
0.08655832,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.189975
0.062044144,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.3430953
0.11171079,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18853119
0.15466113,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18957452
0.07643592,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,3.23238
0.26837465,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.3677801,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.6619701
0.47415295,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.14323707,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.065256976,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.19013989
0.47190022,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.07787779,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,1.0,0.19306937
0.14167854,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.10414379,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18873431
0.44512358,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18973461
0.14853068,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.18974116
0.11669357,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.2037823
0.4308228,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.1398548
0.3215389,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.19526161,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,2.8178034
0.32828933,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.4163477,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18974522
0.09085815,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,3.1606052
0.3869976,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.52305
0.18347377,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.090105
0.3684075,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844408
0.33702478,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18926528
0.2395179,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.19008233
0.25975943,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.07496545,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.19072765
0.076469205,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.19078289
0.34338012,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.2,1.0,0.18961416
0.23049833,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18854322
0.42877966,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.3168003,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.18989262
0.1061884,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.189975
0.39214224,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,2.4677248
0.21973385,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.3,1.0,0.18961103
0.06629249,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.3358083
0.18374877,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18947038
0.4149142,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.2894807,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,2.0,0.18852861
0.1277951,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.18861245
0.37003168,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.1757938,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.09431494,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.3358083
0.20797655,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.4863487,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.18920399
0.4042366,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18973461
0.19305207,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,2.0136266
0.307706,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18848546
0.44748822,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.3,1.0,0.18957952
0.15828942,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18973461
0.13609986,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.18987057
0.43455398,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18842998
0.15715666,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18992823
0.3052905,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.18929726
0.22748762,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.18981384
0.07090933,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18972966
0.067970134,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,3.3303976
0.44847062,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.44503546,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.4695407,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.21666647,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,3.0323079
0.3172415,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,2.0,0.18847641
0.10077263,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.1,2.0,0.1887039
0.46454403,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.376159,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.074946016,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,3.3236778
0.21951663,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.0229497
0.39054778,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.20319594,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.2466842,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18987483
0.11378664,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,3.0835872
0.40026876,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,2.0,0.18849286
0.32999453,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18974522
0.36454657,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.20076919,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.113270864,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.1894018
0.11590282,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.38786024,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.2988263,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.2,1.0,0.18963568
0.14782064,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.20300703,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.15426219,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.2,1.0,0.18989702
0.11758855,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.12562656,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18970843
0.1978999,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.8526437
0.1982588,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.18948957
0.46682423,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.3,1.0,2.3432324
0.05102204,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.19120902
0.32122836,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.5433247
0.054893333,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.19095658
0.4463436,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.3,1.0,0.18943815
0.4192799,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.2,1.0,0.18948333
0.05896768,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.19113345
0.22143233,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.3239128,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,2.5759747
0.052804638,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.19013989
0.25532168,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19027856
0.3673382,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.46577325,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,2.0045443
0.08923134,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.056853496,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,2.0,0.188769
0.3626798,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.11390877,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18846077
0.25037947,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18972056
0.1327317,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,1.0,3.2037823
0.3549906,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.33678564,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18848546
0.113708705,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.3986834,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.059128046,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.2,1.0,0.1895389
0.39507142,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.18946525
0.3602099,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,1.3589644
0.091448545,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,3.143511
0.09340874,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.43133214,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.16319098,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,3.0086565
0.10050184,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18846077
0.30439478,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.08058907,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.1894018
0.44067082,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,1.1174088
0.36826697,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,1.324256
0.06206109,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.2,1.0,0.18997732
0.09122558,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,3.1376317
0.4301662,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.1219764
0.05292379,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.3,1.0,3.4727683
0.06786178,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.19001476
0.2127073,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.35849687,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.24718535,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.30430895,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.4861748
0.092171244,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.18974116
0.13075246,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.19020933
0.29374254,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.3,1.0,0.1893568
0.09523307,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.19018148
0.44968963,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,2.2651737
0.12909378,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.2,1.0,3.137033
0.16507332,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.3,1.0,0.18968649
0.27028686,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.30831,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.18989262
0.29864705,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.18965401
0.3110338,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.2,1.0,0.18934005
0.0740669,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18972966
0.09022087,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.19082382
0.14537594,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.18994689
0.30128208,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.4108257,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.18982723
0.4410068,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.18929726
0.35870883,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.2,1.0,2.6045609
0.37123382,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.24413572,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.3,1.0,0.1902317
0.32419503,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.45727396,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18959428
0.36633798,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.3,1.0,0.1896729
0.104595765,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19031405
0.057483546,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.2,1.0,0.19013989
0.33102483,4.0,3.0,1890.0,0.4,1470,150000,0.35,0.1,1.0,0.19004942
0.2756468,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.4010619,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.28599596,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18851161
0.3199563,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,2.0,1.5393292
0.10996758,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,3.2222798
0.3183897,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.2,1.0,0.18926528
0.47585058,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.18946525
0.25008744,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.4148923,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.1,1.0,0.18982723
0.4765737,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18924484
0.1488801,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,1.0,3.0835872
0.46910894,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.3,1.0,0.18947849
0.15818824,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.3,1.0,2.8624234
0.075392865,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,2.2388701
0.10692818,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,2.0,0.18873431
0.102252215,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.19025688
0.45678028,2.0,4.0,2000.0,0.37,2530,85000,0.21,0.3,1.0,0.18974522
0.40981194,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,2.0,0.18846984
0.20983486,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.932208
0.4430438,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.18854487
0.2346644,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,2.0,0.18854487
0.06370593,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.19031563
0.33150637,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,1.0,2.5433247
0.2891923,3.0,3.0,2070.0,0.36,1470,150000,0.35,0.1,1.0,0.18981744
0.38710263,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.1,1.0,0.1900073
0.30458668,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.3,1.0,0.1896665
0.27012894,4.0,1.0,1890.0,0.4,1770,220000,0.2,0.1,1.0,0.18929726
0.2371512,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18973517
0.28039932,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.1347866,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,1.0,0.189975
0.34235504,3.0,2.0,2070.0,0.36,2540,75000,0.22,0.2,1.0,0.1895726
0.2746883,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.3,1.0,2.8183856
0.21849741,1.0,2.0,2662.557781,0.38,2540,75000,0.22,0.1,2.0,1.7738202
0.2409863,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.1,1.0,2.932208
0.45458102,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.20205186,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18972056
0.41561365,1.0,1.0,2662.557781,0.38,1770,220000,0.2,0.1,2.0,1.3384855
0.29274586,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.2,1.0,2.7175722
0.4708413,2.0,2.0,2000.0,0.37,2540,75000,0.22,0.2,1.0,0.19004053
0.42426357,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.18973517
0.45147118,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.3,1.0,0.18963405
0.18526146,2.0,3.0,2000.0,0.37,1470,150000,0.35,0.1,1.0,0.19020933
0.18233454,4.0,2.0,1890.0,0.4,2540,75000,0.22,0.1,1.0,0.18987952
0.17522994,3.0,1.0,2070.0,0.36,1770,220000,0.2,0.1,2.0,0.18844922
0.4099414,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.1,1.0,0.19027014
0.096797206,1.0,4.0,2662.557781,0.38,2530,85000,0.21,0.2,1.0,3.3236778
0.25037163,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,1.0,0.18972056
0.052574463,2.0,1.0,2000.0,0.37,1770,220000,0.2,0.1,2.0,0.18859003
0.099835224,4.0,4.0,1890.0,0.4,2530,85000,0.21,0.1,1.0,0.19033484
0.0777042,1.0,3.0,2662.557781,0.38,1470,150000,0.35,0.1,2.0,1.9124146
0.3946618,3.0,4.0,2070.0,0.36,2530,85000,0.21,0.2,1.0,0.18946525
