Volume fraction,Matrix Young's modulus,Matrix Poisson ratio,Fiber Young's modulus,Fiber Poisson ratio,Matrix tensile strengh,Fiber tensile strengh,Fiber Shape,Fiber Length,Composite tensile stregth
0.598809239,5.35,0.354,232,0.279,86.6,5532,3,1,2482.963704
0.158172253,5.35,0.354,232,0.279,86.6,5532,1,1,725.8925402
0.57410208,5.35,0.354,232,0.279,86.6,5532,3,1,2346.494456
0.559834653,5.35,0.354,232,0.279,86.6,5532,2,1,2436.657783
0.402933678,5.35,0.354,232,0.279,86.6,5532,1,1,1700.754735
0.686764377,5.35,0.354,232,0.279,86.6,5532,1,1,2940.9453
0.065220854,5.35,0.354,232,0.279,86.6,5532,3,1,271.451642
0.129547302,5.35,0.354,232,0.279,86.6,5532,2,1,597.8505144
0.36740108,5.35,0.354,232,0.279,86.6,5532,1,1,1492.459721
0.393876877,5.35,0.354,232,0.279,86.6,5532,1,1,1590.226448
0.339567649,5.35,0.354,232,0.279,86.6,5532,3,1,1393.966192
0.626576322,5.35,0.354,232,0.279,86.6,5532,3,1,2610.565192
0.075462919,5.35,0.354,232,0.279,86.6,5532,1,1,320.7122787
0.101234737,5.35,0.354,232,0.279,86.6,5532,3,1,424.5719645
0.230792846,5.35,0.354,232,0.279,86.6,5532,2,1,1129.258105
0.352152447,5.35,0.354,232,0.279,86.6,5532,3,1,1464.328429
0.648598513,5.35,0.354,232,0.279,86.6,5532,1,1,2770.647108
0.46775009,5.35,0.354,232,0.279,86.6,5532,2,1,2043.476968
0.325409943,5.35,0.354,232,0.279,86.6,5532,1,1,1342.795184
0.475577885,5.35,0.354,232,0.279,86.6,5532,3,1,1889.195189
0.282086414,5.35,0.354,232,0.279,86.6,5532,1,1,1145.613918
0.668716949,5.35,0.354,232,0.279,86.6,5532,1,1,2856.963966
0.408037451,5.35,0.354,232,0.279,86.6,5532,1,1,1644.933361
0.411624977,5.35,0.354,232,0.279,86.6,5532,3,1,1749.210885
0.326556581,5.35,0.354,232,0.279,86.6,5532,3,1,1358.007952
0.438305086,5.35,0.354,232,0.279,86.6,5532,1,1,1899.180437
0.0807514,5.35,0.354,232,0.279,86.6,5532,1,1,343.729379
0.141068508,5.35,0.354,232,0.279,86.6,5532,3,1,578.0230268
0.202320717,5.35,0.354,232,0.279,86.6,5532,2,1,915.8307399
0.344022167,5.35,0.354,232,0.279,86.6,5532,3,1,1444.772831
0.603816852,5.35,0.354,232,0.279,86.6,5532,1,1,2517.735266
0.652903754,5.35,0.354,232,0.279,86.6,5532,3,1,2741.152586
0.692129394,5.35,0.354,232,0.279,86.6,5532,3,1,2949.742777
0.327539898,5.35,0.354,232,0.279,86.6,5532,3,1,1350.715704
0.638380158,5.35,0.354,232,0.279,86.6,5532,1,1,2683.574105
0.362693745,5.35,0.354,232,0.279,86.6,5532,1,1,1546.175004
0.206813881,5.35,0.354,232,0.279,86.6,5532,2,1,1077.270252
0.629827636,5.35,0.354,232,0.279,86.6,5532,3,1,2558.625261
0.340385166,5.35,0.354,232,0.279,86.6,5532,1,1,1398.724674
0.497315741,5.35,0.354,232,0.279,86.6,5532,1,1,2136.979136
0.648580381,5.35,0.354,232,0.279,86.6,5532,1,1,2755.02062
0.362955125,5.35,0.354,232,0.279,86.6,5532,1,1,1529.918396
0.601230523,5.35,0.354,232,0.279,86.6,5532,3,1,2538.86192
0.515074223,5.35,0.354,232,0.279,86.6,5532,3,1,2065.021461
0.217827359,5.35,0.354,232,0.279,86.6,5532,1,1,877.8565347
0.64458431,5.35,0.354,232,0.279,86.6,5532,2,1,2724.172537
0.453256094,5.35,0.354,232,0.279,86.6,5532,1,1,1916.485004
0.33661394,5.35,0.354,232,0.279,86.6,5532,1,1,1323.199231
0.455391842,5.35,0.354,232,0.279,86.6,5532,1,1,1835.358254
0.486110872,5.35,0.354,232,0.279,86.6,5532,1,1,2086.093132
0.689974043,5.35,0.354,232,0.279,86.6,5532,1,1,2954.5021
0.364880149,5.35,0.354,232,0.279,86.6,5532,2,1,1671.314187
0.534706706,5.35,0.354,232,0.279,86.6,5532,3,1,2216.743748
0.496076158,5.35,0.354,232,0.279,86.6,5532,3,1,2000.352336
0.627919465,5.35,0.354,232,0.279,86.6,5532,1,1,2668.255489
0.125702155,5.35,0.354,232,0.279,86.6,5532,2,1,658.7995316
0.475213778,5.35,0.354,232,0.279,86.6,5532,1,1,2008.377358
0.145326521,5.35,0.354,232,0.279,86.6,5532,3,1,629.270288
0.524382737,5.35,0.354,232,0.279,86.6,5532,1,1,2224.701512
0.152369091,5.35,0.354,232,0.279,86.6,5532,2,1,714.1991996
0.18914995,5.35,0.354,232,0.279,86.6,5532,3,1,757.3204688
0.523573163,5.35,0.354,232,0.279,86.6,5532,3,1,2217.94867
0.547899672,5.35,0.354,232,0.279,86.6,5532,1,1,2262.465705
0.229109055,5.35,0.354,232,0.279,86.6,5532,3,1,1001.363289
0.633431202,5.35,0.354,232,0.279,86.6,5532,2,1,2686.759598
0.232539536,5.35,0.354,232,0.279,86.6,5532,3,1,883.7636949
0.597773367,5.35,0.354,232,0.279,86.6,5532,1,1,2523.426949
0.656717035,5.35,0.354,232,0.279,86.6,5532,3,1,2754.154173
0.145513882,5.35,0.354,232,0.279,86.6,5532,1,1,611.220926
0.213484615,5.35,0.354,232,0.279,86.6,5532,1,1,867.4758963
0.622129554,5.35,0.354,232,0.279,86.6,5532,3,1,2619.182418
0.58279458,5.35,0.354,232,0.279,86.6,5532,1,1,2495.310201
0.211720239,5.35,0.354,232,0.279,86.6,5532,1,1,850.8546675
0.546416125,5.35,0.354,232,0.279,86.6,5532,3,1,2317.717406
0.601399016,5.35,0.354,232,0.279,86.6,5532,2,1,2585.882959
0.204880682,5.35,0.354,232,0.279,86.6,5532,1,1,911.6074604
0.36297316,5.35,0.354,232,0.279,86.6,5532,1,1,1478.608165
0.092581852,5.35,0.354,232,0.279,86.6,5532,1,1,393.1831294
0.160970661,5.35,0.354,232,0.279,86.6,5532,3,1,655.150717
0.191227274,5.35,0.354,232,0.279,86.6,5532,3,1,812.4532078
0.074081169,5.35,0.354,232,0.279,86.6,5532,1,1,335.9436269
0.239649171,5.35,0.354,232,0.279,86.6,5532,1,1,986.348679
0.606338364,5.35,0.354,232,0.279,86.6,5532,3,1,2475.694828
0.68053388,5.35,0.354,232,0.279,86.6,5532,2,1,2918.303666
0.326480025,5.35,0.354,232,0.279,86.6,5532,2,1,1481.864699
0.146792053,5.35,0.354,232,0.279,86.6,5532,3,1,626.0151832
0.319102153,5.35,0.354,232,0.279,86.6,5532,2,1,1454.333598
0.153642516,5.35,0.354,232,0.279,86.6,5532,1,1,648.2663023
0.315201254,5.35,0.354,232,0.279,86.6,5532,2,1,1441.992061
0.55908978,5.35,0.354,232,0.279,86.6,5532,1,1,2325.091709
0.119293129,5.35,0.354,232,0.279,86.6,5532,3,1,541.5009995
0.404633451,5.35,0.354,232,0.279,86.6,5532,1,1,1740.048704
0.120306627,5.35,0.354,232,0.279,86.6,5532,1,1,509.6820514
0.38060964,5.35,0.354,232,0.279,86.6,5532,2,1,1719.128531
0.673505896,5.35,0.354,232,0.279,86.6,5532,1,1,2870.772309
0.638162732,5.35,0.354,232,0.279,86.6,5532,3,1,2632.879786
0.525017154,5.35,0.354,232,0.279,86.6,5532,3,1,2137.743856
0.27088542,5.35,0.354,232,0.279,86.6,5532,2,1,1345.98404
0.240811655,5.35,0.354,232,0.279,86.6,5532,3,1,945.5504068
0.385321295,5.35,0.354,232,0.279,86.6,5532,3,1,1599.122204
0.329130764,5.35,0.354,232,0.279,86.6,5532,1,1,1371.582407
0.053864945,5.35,0.354,232,0.279,86.6,5532,2,1,213.0145319
0.265212628,5.35,0.354,232,0.279,86.6,5532,3,1,1123.850922
0.309577376,5.35,0.354,232,0.279,86.6,5532,3,1,1263.862465
0.558795565,5.35,0.354,232,0.279,86.6,5532,1,1,2347.091368
0.640328312,5.35,0.354,232,0.279,86.6,5532,2,1,2731.303367
0.23451758,5.35,0.354,232,0.279,86.6,5532,2,1,1053.471113
0.370138158,5.35,0.354,232,0.279,86.6,5532,3,1,1520.298443
0.188937058,5.35,0.354,232,0.279,86.6,5532,3,1,738.8513347
0.582456934,5.35,0.354,232,0.279,86.6,5532,2,1,2543.53818
0.314270511,5.35,0.354,232,0.279,86.6,5532,3,1,1248.528212
0.334275973,5.35,0.354,232,0.279,86.6,5532,3,1,1359.768927
0.088526388,5.35,0.354,232,0.279,86.6,5532,2,1,415.3997789
0.426470914,5.35,0.354,232,0.279,86.6,5532,2,1,1826.950537
0.076102276,5.35,0.354,232,0.279,86.6,5532,1,1,326.8963726
0.693787867,5.35,0.354,232,0.279,86.6,5532,2,1,2977.237559
0.596895063,5.35,0.354,232,0.279,86.6,5532,2,1,2504.934107
0.131429341,5.35,0.354,232,0.279,86.6,5532,1,1,611.9173796
0.453865096,5.35,0.354,232,0.279,86.6,5532,1,1,1814.945204
0.58060804,5.35,0.354,232,0.279,86.6,5532,3,1,2422.442867
0.204734872,5.35,0.354,232,0.279,86.6,5532,3,1,859.203871
0.270666638,5.35,0.354,232,0.279,86.6,5532,2,1,1189.578515
0.096538541,5.35,0.354,232,0.279,86.6,5532,3,1,406.5814529
0.367888874,5.35,0.354,232,0.279,86.6,5532,1,1,1588.595364
0.152955931,5.35,0.354,232,0.279,86.6,5532,2,1,648.972256
0.29385912,5.35,0.354,232,0.279,86.6,5532,2,1,1325.120363
0.472832516,5.35,0.354,232,0.279,86.6,5532,1,1,2004.387294
0.260256699,5.35,0.354,232,0.279,86.6,5532,2,1,1178.437276
0.263379773,5.35,0.354,232,0.279,86.6,5532,3,1,1054.374384
0.581795359,5.35,0.354,232,0.279,86.6,5532,2,1,2492.936845
0.102123386,5.35,0.354,232,0.279,86.6,5532,3,1,438.2515934
0.673540765,5.35,0.354,232,0.279,86.6,5532,3,1,2832.680235
0.56691308,5.35,0.354,232,0.279,86.6,5532,1,1,2399.926164
0.581558406,5.35,0.354,232,0.279,86.6,5532,1,1,2447.196393
0.666541529,5.35,0.354,232,0.279,86.6,5532,2,1,2866.60704
0.412739846,5.35,0.354,232,0.279,86.6,5532,3,1,1677.738139
0.400143754,5.35,0.354,232,0.279,86.6,5532,2,1,1750.666006
0.647708276,5.35,0.354,232,0.279,86.6,5532,2,1,2781.078105
0.557388574,5.35,0.354,232,0.279,86.6,5532,1,1,2378.024532
0.060623413,5.35,0.354,232,0.279,86.6,5532,3,1,257.8269962
0.636615568,5.35,0.354,232,0.279,86.6,5532,2,1,2747.023175
0.308540186,5.35,0.354,232,0.279,86.6,5532,2,1,1382.690269
0.692457548,5.35,0.354,232,0.279,86.6,5532,3,1,2955.369724
0.588384694,5.35,0.354,232,0.279,86.6,5532,1,1,2527.573723
0.331040582,5.35,0.354,232,0.279,86.6,5532,3,1,1322.679665
0.671054161,5.35,0.354,232,0.279,86.6,5532,3,1,2825.360579
0.153997073,5.35,0.354,232,0.279,86.6,5532,2,1,702.3570512
0.613294634,5.35,0.354,232,0.279,86.6,5532,3,1,2584.16133
0.115240765,5.35,0.354,232,0.279,86.6,5532,2,1,551.3197839
0.448052907,5.35,0.354,232,0.279,86.6,5532,1,1,1872.652484
0.454298785,5.35,0.354,232,0.279,86.6,5532,2,1,2002.642797
0.251574214,5.35,0.354,232,0.279,86.6,5532,3,1,1047.686278
0.082969961,5.35,0.354,232,0.279,86.6,5532,3,1,337.0366487
0.592523378,5.35,0.354,232,0.279,86.6,5532,2,1,2586.1683
0.61479488,5.35,0.354,232,0.279,86.6,5532,1,1,2605.06553
0.400161073,5.35,0.354,232,0.279,86.6,5532,3,1,1662.173024
0.480518085,5.35,0.354,232,0.279,86.6,5532,2,1,2021.518
0.699608928,5.35,0.354,232,0.279,86.6,5532,1,1,3008.95024
0.436594194,5.35,0.354,232,0.279,86.6,5532,2,1,1913.387786
0.35944152,5.35,0.354,232,0.279,86.6,5532,3,1,1546.902648
0.289823143,5.35,0.354,232,0.279,86.6,5532,1,1,1178.71774
0.498684725,5.35,0.354,232,0.279,86.6,5532,1,1,2106.898799
0.357923375,5.35,0.354,232,0.279,86.6,5532,2,1,1576.233398
0.322395368,5.35,0.354,232,0.279,86.6,5532,3,1,1321.018063
0.356740531,5.35,0.354,232,0.279,86.6,5532,3,1,1388.330584
0.676318949,5.35,0.354,232,0.279,86.6,5532,2,1,2911.719137
0.054889505,5.35,0.354,232,0.279,86.6,5532,1,1,213.860802
0.1505466,5.35,0.354,232,0.279,86.6,5532,2,1,737.5109726
0.116468957,5.35,0.354,232,0.279,86.6,5532,3,1,499.2558459
0.331999046,5.35,0.354,232,0.279,86.6,5532,3,1,1300.282429
0.562878692,5.35,0.354,232,0.279,86.6,5532,2,1,2482.880305
0.121495031,5.35,0.354,232,0.279,86.6,5532,1,1,490.844261
0.288592723,5.35,0.354,232,0.279,86.6,5532,3,1,1188.434965
0.103858763,5.35,0.354,232,0.279,86.6,5532,1,1,468.665528
0.176521295,5.35,0.354,232,0.279,86.6,5532,3,1,710.2651282
0.372702694,5.35,0.354,232,0.279,86.6,5532,3,1,1512.673857
0.210433525,5.35,0.354,232,0.279,86.6,5532,1,1,887.56922
0.34788963,5.35,0.354,232,0.279,86.6,5532,2,1,1464.763166
0.387261081,5.35,0.354,232,0.279,86.6,5532,2,1,1736.972673
0.318120173,5.35,0.354,232,0.279,86.6,5532,3,1,1391.172391
0.602450889,5.35,0.354,232,0.279,86.6,5532,3,1,2504.431691
0.333802339,5.35,0.354,232,0.279,86.6,5532,1,1,1380.533735
0.067089604,5.35,0.354,232,0.279,86.6,5532,2,1,317.2530467
0.534160623,5.35,0.354,232,0.279,86.6,5532,1,1,2213.405917
0.612488469,5.35,0.354,232,0.279,86.6,5532,3,1,2517.214355
0.143879159,5.35,0.354,232,0.279,86.6,5532,3,1,599.7745052
0.480923298,5.35,0.354,232,0.279,86.6,5532,3,1,1956.01488
0.106076995,5.35,0.354,232,0.279,86.6,5532,1,1,461.4750067
0.117960854,5.35,0.354,232,0.279,86.6,5532,3,1,529.7023165
0.226614295,5.35,0.354,232,0.279,86.6,5532,3,1,924.5958482
0.220051131,5.35,0.354,232,0.279,86.6,5532,1,1,944.0932686
0.114208592,5.35,0.354,232,0.279,86.6,5532,1,1,513.4355359
0.374489522,5.35,0.354,232,0.279,86.6,5532,2,1,1646.764284
0.247582947,5.35,0.354,232,0.279,86.6,5532,1,1,959.1690834
0.102105118,5.35,0.354,232,0.279,86.6,5532,1,1,447.1386903
0.542932314,5.35,0.354,232,0.279,86.6,5532,3,1,2237.681577
0.58889986,5.35,0.354,232,0.279,86.6,5532,1,1,2484.908461
0.52092841,5.35,0.354,232,0.279,86.6,5532,2,1,2175.059272
0.130916306,5.35,0.354,232,0.279,86.6,5532,2,1,601.7253149
0.474411255,5.35,0.354,232,0.279,86.6,5532,3,1,1925.735124
0.654600853,5.35,0.354,232,0.279,86.6,5532,3,1,2741.524185
0.249075502,5.35,0.354,232,0.279,86.6,5532,2,1,1328.626928
0.678042161,5.35,0.354,232,0.279,86.6,5532,1,1,2904.60613
0.653206569,5.35,0.354,232,0.279,86.6,5532,2,1,2812.402709
0.435229123,5.35,0.354,232,0.279,86.6,5532,3,1,1821.872075
0.146266136,5.35,0.354,232,0.279,86.6,5532,3,1,614.865537
0.38339538,5.35,0.354,232,0.279,86.6,5532,2,1,1670.999926
0.565395439,5.35,0.354,232,0.279,86.6,5532,1,1,2396.513003
0.250089136,5.35,0.354,232,0.279,86.6,5532,3,1,999.9186778
0.455017662,5.35,0.354,232,0.279,86.6,5532,2,1,1956.395726
0.415934789,5.35,0.354,232,0.279,86.6,5532,1,1,1692.041667
0.497036636,5.35,0.354,232,0.279,86.6,5532,2,1,2150.962349
0.200433603,5.35,0.354,232,0.279,86.6,5532,1,1,863.9768141
0.077226599,5.35,0.354,232,0.279,86.6,5532,2,1,348.2863408
0.086188169,5.35,0.354,232,0.279,86.6,5532,3,1,351.7185015
0.573956716,5.35,0.354,232,0.279,86.6,5532,2,1,2419.684292
0.341977698,5.35,0.354,232,0.279,86.6,5532,3,1,1469.398147
0.076595107,5.35,0.354,232,0.279,86.6,5532,2,1,378.1907983
0.629460895,5.35,0.354,232,0.279,86.6,5532,3,1,2645.719618
0.65607518,5.35,0.354,232,0.279,86.6,5532,1,1,2806.656547
0.456220904,5.35,0.354,232,0.279,86.6,5532,3,1,1901.574306
0.380013347,5.35,0.354,232,0.279,86.6,5532,1,1,1562.69543
0.380259869,5.35,0.354,232,0.279,86.6,5532,1,1,1542.524592
0.382731053,5.35,0.354,232,0.279,86.6,5532,2,1,1681.972684
0.570106047,5.35,0.354,232,0.279,86.6,5532,1,1,2403.901094
0.276130547,5.35,0.354,232,0.279,86.6,5532,3,1,1153.595642
0.226204316,5.35,0.354,232,0.279,86.6,5532,1,1,899.5721143
0.469840276,5.35,0.354,232,0.279,86.6,5532,1,1,1981.635694
0.60453046,5.35,0.354,232,0.279,86.6,5532,2,1,2604.869305
0.500011015,5.35,0.354,232,0.279,86.6,5532,3,1,2018.046998
0.267583139,5.35,0.354,232,0.279,86.6,5532,3,1,1102.580084
0.624676868,5.35,0.354,232,0.279,86.6,5532,2,1,2673.336305
0.484951797,5.35,0.354,232,0.279,86.6,5532,2,1,2111.770947
0.63495822,5.35,0.354,232,0.279,86.6,5532,1,1,2722.154638
0.474068689,5.35,0.354,232,0.279,86.6,5532,3,1,1933.575523
0.488631725,5.35,0.354,232,0.279,86.6,5532,3,1,2061.879518
0.203658533,5.35,0.354,232,0.279,86.6,5532,3,1,851.2999136
0.380198267,5.35,0.354,232,0.279,86.6,5532,1,1,1558.975491
0.668797457,5.35,0.354,232,0.279,86.6,5532,2,1,2844.585521
0.495905456,5.35,0.354,232,0.279,86.6,5532,3,1,2018.065998
0.109855136,5.35,0.354,232,0.279,86.6,5532,2,1,546.9371036
0.372291166,5.35,0.354,232,0.279,86.6,5532,1,1,1537.15356
0.657290587,5.35,0.354,232,0.279,86.6,5532,2,1,2814.046151
0.225887398,5.35,0.354,232,0.279,86.6,5532,2,1,1021.246769
0.083739126,5.35,0.354,232,0.279,86.6,5532,1,1,378.641509
0.692592102,5.35,0.354,232,0.279,86.6,5532,2,1,2973.014111
0.638848174,5.35,0.354,232,0.279,86.6,5532,2,1,2733.182211
0.32651193,5.35,0.354,232,0.279,86.6,5532,2,1,1448.733973
0.138693444,5.35,0.354,232,0.279,86.6,5532,3,1,573.8902089
0.665072161,5.35,0.354,232,0.279,86.6,5532,1,1,2848.723552
0.307461174,5.35,0.354,232,0.279,86.6,5532,3,1,1299.087259
0.187931095,5.35,0.354,232,0.279,86.6,5532,3,1,777.2516174
0.523344541,5.35,0.354,232,0.279,86.6,5532,3,1,2130.989669
0.553268525,5.35,0.354,232,0.279,86.6,5532,1,1,2335.513795
0.066542591,5.35,0.354,232,0.279,86.6,5532,1,1,279.7135785
0.245114493,5.35,0.354,232,0.279,86.6,5532,3,1,1047.456929
0.264276326,5.35,0.354,232,0.279,86.6,5532,3,1,1033.626643
0.675445062,5.35,0.354,232,0.279,86.6,5532,3,1,2853.04301
0.329259565,5.35,0.354,232,0.279,86.6,5532,2,1,1453.791585
0.65802961,5.35,0.354,232,0.279,86.6,5532,2,1,2835.524227
0.137202013,5.35,0.354,232,0.279,86.6,5532,2,1,651.4551583
0.676503289,5.35,0.354,232,0.279,86.6,5532,3,1,2897.134976
0.607724357,5.35,0.354,232,0.279,86.6,5532,2,1,2628.30458
0.647445714,5.35,0.354,232,0.279,86.6,5532,3,1,2717.588849
0.495506558,5.35,0.354,232,0.279,86.6,5532,2,1,2081.872039
0.672326946,5.35,0.354,232,0.279,86.6,5532,3,1,2832.10081
0.33514742,5.35,0.354,232,0.279,86.6,5532,1,1,1389.967973
0.124564853,5.35,0.354,232,0.279,86.6,5532,1,1,524.1627196
0.067710209,5.35,0.354,232,0.279,86.6,5532,2,1,296.9785476
0.365882024,5.35,0.354,232,0.279,86.6,5532,3,1,1490.945919
0.665174985,5.35,0.354,232,0.279,86.6,5532,3,1,2769.327848
0.485310131,5.35,0.354,232,0.279,86.6,5532,3,1,2007.651143
0.578165409,5.35,0.354,232,0.279,86.6,5532,1,1,2391.052014
0.467052135,5.35,0.354,232,0.279,86.6,5532,3,1,1953.368121
0.562806785,5.35,0.354,232,0.279,86.6,5532,2,1,2400.401844
0.508494845,5.35,0.354,232,0.279,86.6,5532,2,1,2207.664799
0.218054006,5.35,0.354,232,0.279,86.6,5532,3,1,981.916144
0.65773218,5.35,0.354,232,0.279,86.6,5532,2,1,2811.104467
0.402909192,5.35,0.354,232,0.279,86.6,5532,2,1,1702.314273
0.307363212,5.35,0.354,232,0.279,86.6,5532,2,1,1413.948372
0.545658892,5.35,0.354,232,0.279,86.6,5532,2,1,2350.855109
0.430795604,5.35,0.354,232,0.279,86.6,5532,3,1,1832.162504
0.085456003,5.35,0.354,232,0.279,86.6,5532,1,1,371.4872227
0.68673811,5.35,0.354,232,0.279,86.6,5532,1,1,2935.543666
0.082183129,5.35,0.354,232,0.279,86.6,5532,3,1,348.4285908
0.672732005,5.35,0.354,232,0.279,86.6,5532,2,1,2877.478239
0.187617664,5.35,0.354,232,0.279,86.6,5532,3,1,790.0367188
0.141416033,5.35,0.354,232,0.279,86.6,5532,2,1,667.8021437
0.306571615,5.35,0.354,232,0.279,86.6,5532,3,1,1312.520977
0.569625866,5.35,0.354,232,0.279,86.6,5532,1,1,2399.901783
0.547564739,5.35,0.354,232,0.279,86.6,5532,2,1,2331.748204
0.120034961,5.35,0.354,232,0.279,86.6,5532,1,1,478.4732148
0.371840468,5.35,0.354,232,0.279,86.6,5532,3,1,1586.500707
0.071678346,5.35,0.354,232,0.279,86.6,5532,3,1,286.4522962
0.250662377,5.35,0.354,232,0.279,86.6,5532,3,1,1020.782691
0.484535503,5.35,0.354,232,0.279,86.6,5532,3,1,2057.037467
0.396987322,5.35,0.354,232,0.279,86.6,5532,2,1,1707.675553
0.687076956,5.35,0.354,232,0.279,86.6,5532,2,1,2943.033484
0.143811785,5.35,0.354,232,0.279,86.6,5532,3,1,612.0228901
0.090232591,5.35,0.354,232,0.279,86.6,5532,1,1,379.1911726
0.085508403,5.35,0.354,232,0.279,86.6,5532,2,1,425.7400627
0.597032833,5.35,0.354,232,0.279,86.6,5532,3,1,2481.287979
0.287402518,5.35,0.354,232,0.279,86.6,5532,1,1,1233.774142
0.257573318,5.35,0.354,232,0.279,86.6,5532,1,1,1087.778092
0.685613477,5.35,0.354,232,0.279,86.6,5532,3,1,2917.840597
0.137520654,5.35,0.354,232,0.279,86.6,5532,2,1,606.2294794
0.417904407,5.35,0.354,232,0.279,86.6,5532,3,1,1641.959898
0.159616554,5.35,0.354,232,0.279,86.6,5532,3,1,694.3712916
0.585343328,5.35,0.354,232,0.279,86.6,5532,3,1,2475.272113
0.688148588,5.35,0.354,232,0.279,86.6,5532,3,1,2938.15646
0.18299167,5.35,0.354,232,0.279,86.6,5532,3,1,745.8953183
0.495014599,5.35,0.354,232,0.279,86.6,5532,3,1,2008.396358
0.218556096,5.35,0.354,232,0.279,86.6,5532,3,1,915.622241
0.179349633,5.35,0.354,232,0.279,86.6,5532,1,1,758.410464
0.251806924,5.35,0.354,232,0.279,86.6,5532,3,1,1026.302447
0.648433816,5.35,0.354,232,0.279,86.6,5532,1,1,2754.544268
0.107172938,5.35,0.354,232,0.279,86.6,5532,1,1,430.1261058
0.195008186,5.35,0.354,232,0.279,86.6,5532,3,1,782.7860018
0.116807377,5.35,0.354,232,0.279,86.6,5532,2,1,620.620863
0.297508654,5.35,0.354,232,0.279,86.6,5532,3,1,1269.684208
0.070206906,5.35,0.354,232,0.279,86.6,5532,3,1,277.0514345
0.243897653,5.35,0.354,232,0.279,86.6,5532,2,1,1111.913015
0.504220831,5.35,0.354,232,0.279,86.6,5532,1,1,2230.791529
0.32689876,5.35,0.354,232,0.279,86.6,5532,2,1,1516.223634
0.374218999,5.35,0.354,232,0.279,86.6,5532,1,1,1532.052567
0.595268553,5.35,0.354,232,0.279,86.6,5532,2,1,2565.269649
0.37987116,5.35,0.354,232,0.279,86.6,5532,1,1,1552.791817
0.079656599,5.35,0.354,232,0.279,86.6,5532,3,1,338.5178316
0.580539194,5.35,0.354,232,0.279,86.6,5532,1,1,2410.399197
0.204427911,5.35,0.354,232,0.279,86.6,5532,2,1,992.0700398
0.11242715,5.35,0.354,232,0.279,86.6,5532,3,1,474.5984143
0.409725949,5.35,0.354,232,0.279,86.6,5532,3,1,1629.031285
0.260701817,5.35,0.354,232,0.279,86.6,5532,1,1,1152.280081
0.214996058,5.35,0.354,232,0.279,86.6,5532,2,1,1012.100982
0.635995138,5.35,0.354,232,0.279,86.6,5532,3,1,2626.34839
0.333310826,5.35,0.354,232,0.279,86.6,5532,3,1,1376.236472
0.093164334,5.35,0.354,232,0.279,86.6,5532,1,1,402.706148
0.58434341,5.35,0.354,232,0.279,86.6,5532,2,1,2474.55027
0.067403345,5.35,0.354,232,0.279,86.6,5532,3,1,267.3654841
0.33960585,5.35,0.354,232,0.279,86.6,5532,2,1,1459.483016
0.485193747,5.35,0.354,232,0.279,86.6,5532,2,1,2141.507093
0.186988012,5.35,0.354,232,0.279,86.6,5532,1,1,780.2940197
0.505280918,5.35,0.354,232,0.279,86.6,5532,3,1,2063.104617
0.343909696,5.35,0.354,232,0.279,86.6,5532,1,1,1396.789082
0.415327415,5.35,0.354,232,0.279,86.6,5532,2,1,1802.778117
0.280880111,5.35,0.354,232,0.279,86.6,5532,1,1,1125.514373
0.135565081,5.35,0.354,232,0.279,86.6,5532,2,1,661.8007386
0.089231104,5.35,0.354,232,0.279,86.6,5532,1,1,388.5791713
0.217322537,5.35,0.354,232,0.279,86.6,5532,1,1,927.2528638
0.424224943,5.35,0.354,232,0.279,86.6,5532,2,1,1764.973569
0.595446849,5.35,0.354,232,0.279,86.6,5532,3,1,2510.574338
0.081801006,5.35,0.354,232,0.279,86.6,5532,1,1,322.6691417
0.118051338,5.35,0.354,232,0.279,86.6,5532,1,1,489.5553511
0.254969323,5.35,0.354,232,0.279,86.6,5532,3,1,1060.996409
0.568545982,5.35,0.354,232,0.279,86.6,5532,1,1,2357.374399
0.598757595,5.35,0.354,232,0.279,86.6,5532,2,1,2569.743632
0.643995959,5.35,0.354,232,0.279,86.6,5532,3,1,2712.944368
0.549545437,5.35,0.354,232,0.279,86.6,5532,1,1,2300.465636
0.173875089,5.35,0.354,232,0.279,86.6,5532,2,1,860.4166956
0.657826596,5.35,0.354,232,0.279,86.6,5532,1,1,2812.102404
0.530648917,5.35,0.354,232,0.279,86.6,5532,2,1,2234.462455
0.106819175,5.35,0.354,232,0.279,86.6,5532,1,1,430.4807221
0.429676202,5.35,0.354,232,0.279,86.6,5532,2,1,1891.863807
0.297974074,5.35,0.354,232,0.279,86.6,5532,3,1,1139.058225
0.271371606,5.35,0.354,232,0.279,86.6,5532,1,1,1173.610947
0.691761994,5.35,0.354,232,0.279,86.6,5532,1,1,2971.702249
0.500995165,5.35,0.354,232,0.279,86.6,5532,1,1,2087.931622
0.07227497,5.35,0.354,232,0.279,86.6,5532,3,1,305.3041268
0.439671823,5.35,0.354,232,0.279,86.6,5532,1,1,1852.389419
0.109861258,5.35,0.354,232,0.279,86.6,5532,3,1,547.8599634
0.083619933,5.35,0.354,232,0.279,86.6,5532,3,1,372.4322776
0.299093708,5.35,0.354,232,0.279,86.6,5532,1,1,1199.780163
0.468548313,5.35,0.354,232,0.279,86.6,5532,3,1,1845.222269
0.694213575,5.35,0.354,232,0.279,86.6,5532,2,1,2982.162504
0.325899054,5.35,0.354,232,0.279,86.6,5532,3,1,1337.913704
0.286190481,5.35,0.354,232,0.279,86.6,5532,1,1,1182.737061
